"caso","semilla_instancia","configuracion","semilla","generacion","mejor_makespan"
"Mediano","1514","B",1,29,843
"Mediano","1514","B",1,30,843
"Mediano","1514","B",1,31,843
"Mediano","1514","B",1,32,843
"Mediano","1514","B",1,33,843
"Mediano","1514","B",1,34,843
"Mediano","1514","B",1,35,843
"Mediano","1514","B",1,36,843
"Mediano","1514","B",1,37,843
"Mediano","1514","B",1,38,843
"Mediano","1514","B",1,39,843
"Mediano","1514","B",1,40,843
"Mediano","1514","B",1,41,843
"Mediano","1514","B",1,42,843
"Mediano","1514","B",1,43,843
"Mediano","1514","B",1,44,843
"Mediano","1514","B",1,45,843
"Mediano","1514","B",1,46,843
"Mediano","1514","B",1,47,843
"Mediano","1514","B",1,48,843
"Mediano","1514","B",1,49,843
"Mediano","1514","B",1,50,843
"Mediano","1514","B",2,1,895
"Mediano","1514","B",2,2,869
"Mediano","1514","B",2,3,869
"Mediano","1514","B",2,4,869
"Mediano","1514","B",2,5,768
"Mediano","1514","B",2,6,768
"Mediano","1514","B",2,7,768
"Mediano","1514","B",2,8,768
"Mediano","1514","B",2,9,768
"Mediano","1514","B",2,10,768
"Mediano","1514","B",2,11,768
"Mediano","1514","B",2,12,768
"Mediano","1514","B",2,13,768
"Mediano","1514","B",2,14,768
"Mediano","1514","B",2,15,768
"Mediano","1514","B",2,16,768
"Mediano","1514","B",2,17,768
"Mediano","1514","B",2,18,768
"Mediano","1514","B",2,19,768
"Mediano","1514","B",2,20,768
"Mediano","1514","B",2,21,768
"Mediano","1514","B",2,22,768
"Mediano","1514","B",2,23,768
"Mediano","1514","B",2,24,768
"Mediano","1514","B",2,25,768
"Mediano","1514","B",2,26,768
"Mediano","1514","B",2,27,768
"Mediano","1514","B",2,28,768
"Mediano","1514","B",2,29,768
"Mediano","1514","B",2,30,768
"Mediano","1514","B",2,31,768
"Mediano","1514","B",2,32,768
"Mediano","1514","B",2,33,768
"Mediano","1514","B",2,34,768
"Mediano","1514","B",2,35,768
"Mediano","1514","B",2,36,768
"Mediano","1514","B",2,37,768
"Mediano","1514","B",2,38,768
"Mediano","1514","B",2,39,768
"Mediano","1514","B",2,40,768
"Mediano","1514","B",2,41,768
"Mediano","1514","B",2,42,768
"Mediano","1514","B",2,43,768
"Mediano","1514","B",2,44,768
"Mediano","1514","B",2,45,768
"Mediano","1514","B",2,46,768
"Mediano","1514","B",2,47,768
"Mediano","1514","B",2,48,768
"Mediano","1514","B",2,49,768
"Mediano","1514","B",2,50,768
"Mediano","1514","B",3,1,925
"Mediano","1514","B",3,2,912
"Mediano","1514","B",3,3,912
"Mediano","1514","B",3,4,912
"Mediano","1514","B",3,5,912
"Mediano","1514","B",3,6,912
"Mediano","1514","B",3,7,912
"Mediano","1514","B",3,8,912
"Mediano","1514","B",3,9,912
"Mediano","1514","B",3,10,912
"Mediano","1514","B",3,11,912
"Mediano","1514","B",3,12,912
"Mediano","1514","B",3,13,912
"Mediano","1514","B",3,14,912
"Mediano","1514","B",3,15,912
"Mediano","1514","B",3,16,912
"Mediano","1514","B",3,17,912
"Mediano","1514","B",3,18,904
"Mediano","1514","B",3,19,871
"Mediano","1514","B",3,20,871
"Mediano","1514","B",3,21,871
"Mediano","1514","B",3,22,871
"Mediano","1514","B",3,23,815
"Mediano","1514","B",3,24,778
"Mediano","1514","B",3,25,778
"Mediano","1514","B",3,26,778
"Mediano","1514","B",3,27,778
"Mediano","1514","B",3,28,778
"Mediano","1514","B",3,29,778
"Mediano","1514","B",3,30,778
"Mediano","1514","B",3,31,778
"Mediano","1514","B",3,32,778
"Mediano","1514","B",3,33,778
"Mediano","1514","B",3,34,778
"Mediano","1514","B",3,35,778
"Mediano","1514","B",3,36,778
"Mediano","1514","B",3,37,778
"Mediano","1514","B",3,38,778
"Mediano","1514","B",3,39,778
"Mediano","1514","B",3,40,778
"Mediano","1514","B",3,41,778
"Mediano","1514","B",3,42,778
"Mediano","1514","B",3,43,778
"Mediano","1514","B",3,44,778
"Mediano","1514","B",3,45,778
"Mediano","1514","B",3,46,778
"Mediano","1514","B",3,47,778
"Mediano","1514","B",3,48,778
"Mediano","1514","B",3,49,778
"Mediano","1514","B",3,50,778
"Mediano","1514","C",1,1,971
"Mediano","1514","C",1,2,971
"Mediano","1514","C",1,3,950
"Mediano","1514","C",1,4,938
"Mediano","1514","C",1,5,908
"Mediano","1514","C",1,6,874
"Mediano","1514","C",1,7,851
"Mediano","1514","C",1,8,851
"Mediano","1514","C",1,9,851
"Mediano","1514","C",1,10,851
"Mediano","1514","C",1,11,847
"Mediano","1514","C",1,12,806
"Mediano","1514","C",1,13,806
"Mediano","1514","C",1,14,806
"Mediano","1514","C",1,15,806
"Mediano","1514","C",1,16,806
"Mediano","1514","C",1,17,806
"Mediano","1514","C",1,18,806
"Mediano","1514","C",1,19,806
"Mediano","1514","C",1,20,806
"Mediano","1514","C",1,21,806
"Mediano","1514","C",1,22,806
"Mediano","1514","C",1,23,806
"Mediano","1514","C",1,24,806
"Mediano","1514","C",1,25,806
"Mediano","1514","C",1,26,806
"Mediano","1514","C",1,27,806
"Mediano","1514","C",1,28,806
"Mediano","1514","C",1,29,806
"Mediano","1514","C",1,30,806
"Mediano","1514","C",1,31,806
"Mediano","1514","C",1,32,806
"Mediano","1514","C",1,33,806
"Mediano","1514","C",1,34,806
"Mediano","1514","C",1,35,806
"Mediano","1514","C",1,36,806
"Mediano","1514","C",1,37,806
"Mediano","1514","C",1,38,806
"Mediano","1514","C",1,39,806
"Mediano","1514","C",1,40,806
"Mediano","1514","C",1,41,806
"Mediano","1514","C",1,42,806
"Mediano","1514","C",1,43,806
"Mediano","1514","C",1,44,806
"Mediano","1514","C",1,45,806
"Mediano","1514","C",1,46,806
"Mediano","1514","C",1,47,806
"Mediano","1514","C",1,48,806
"Mediano","1514","C",1,49,806
"Mediano","1514","C",1,50,806
"Mediano","1514","C",2,1,956
"Mediano","1514","C",2,2,928
"Mediano","1514","C",2,3,928
"Mediano","1514","C",2,4,905
"Mediano","1514","C",2,5,905
"Mediano","1514","C",2,6,841
"Mediano","1514","C",2,7,841
"Mediano","1514","C",2,8,841
"Mediano","1514","C",2,9,841
"Mediano","1514","C",2,10,841
"Mediano","1514","C",2,11,841
"Mediano","1514","C",2,12,841
"Mediano","1514","C",2,13,841
"Mediano","1514","C",2,14,841
"Mediano","1514","C",2,15,841
"Mediano","1514","C",2,16,841
"Mediano","1514","C",2,17,841
"Mediano","1514","C",2,18,841
"Mediano","1514","C",2,19,841
"Mediano","1514","C",2,20,841
"Mediano","1514","C",2,21,841
"Mediano","1514","C",2,22,841
"Mediano","1514","C",2,23,841
"Mediano","1514","C",2,24,841
"Mediano","1514","C",2,25,841
"Mediano","1514","C",2,26,841
"Mediano","1514","C",2,27,841
"Mediano","1514","C",2,28,841
"Mediano","1514","C",2,29,841
"Mediano","1514","C",2,30,841
"Mediano","1514","C",2,31,841
"Mediano","1514","C",2,32,841
"Mediano","1514","C",2,33,841
"Mediano","1514","C",2,34,841
"Mediano","1514","C",2,35,841
"Mediano","1514","C",2,36,841
"Mediano","1514","C",2,37,841
"Mediano","1514","C",2,38,841
"Mediano","1514","C",2,39,841
"Mediano","1514","C",2,40,841
"Mediano","1514","C",2,41,841
"Mediano","1514","C",2,42,841
"Mediano","1514","C",2,43,841
"Mediano","1514","C",2,44,841
"Mediano","1514","C",2,45,841
"Mediano","1514","C",2,46,841
"Mediano","1514","C",2,47,841
"Mediano","1514","C",2,48,841
"Mediano","1514","C",2,49,841
"Mediano","1514","C",2,50,841
"Mediano","1514","C",3,1,971
"Mediano","1514","C",3,2,971
"Mediano","1514","C",3,3,934
"Mediano","1514","C",3,4,885
"Mediano","1514","C",3,5,885
"Mediano","1514","C",3,6,837
"Mediano","1514","C",3,7,837
"Mediano","1514","C",3,8,835
"Mediano","1514","C",3,9,835
"Mediano","1514","C",3,10,835
"Mediano","1514","C",3,11,835
"Mediano","1514","C",3,12,835
"Mediano","1514","C",3,13,835
"Mediano","1514","C",3,14,835
"Mediano","1514","C",3,15,835
"Mediano","1514","C",3,16,835
"Mediano","1514","C",3,17,835
"Mediano","1514","C",3,18,835
"Mediano","1514","C",3,19,835
"Mediano","1514","C",3,20,835
"Mediano","1514","C",3,21,835
"Mediano","1514","C",3,22,835
"Mediano","1514","C",3,23,835
"Mediano","1514","C",3,24,835
"Mediano","1514","C",3,25,835
"Mediano","1514","C",3,26,835
"Mediano","1514","C",3,27,835
"Mediano","1514","C",3,28,835
"Mediano","1514","C",3,29,835
"Mediano","1514","C",3,30,835
"Mediano","1514","C",3,31,835
"Mediano","1514","C",3,32,835
"Mediano","1514","C",3,33,835
"Mediano","1514","C",3,34,835
"Mediano","1514","C",3,35,835
"Mediano","1514","C",3,36,835
"Mediano","1514","C",3,37,835
"Mediano","1514","C",3,38,835
"Mediano","1514","C",3,39,835
"Mediano","1514","C",3,40,835
"Mediano","1514","C",3,41,835
"Mediano","1514","C",3,42,835
"Mediano","1514","C",3,43,835
"Mediano","1514","C",3,44,835
"Mediano","1514","C",3,45,818
"Mediano","1514","C",3,46,818
"Mediano","1514","C",3,47,818
"Mediano","1514","C",3,48,818
"Mediano","1514","C",3,49,818
"Mediano","1514","C",3,50,818
"Mediano","1514","D",1,1,993
"Mediano","1514","D",1,2,974
"Mediano","1514","D",1,3,899
"Mediano","1514","D",1,4,899
"Mediano","1514","D",1,5,899
"Mediano","1514","D",1,6,899
"Mediano","1514","D",1,7,899
"Mediano","1514","D",1,8,899
"Mediano","1514","D",1,9,899
"Mediano","1514","D",1,10,899
"Mediano","1514","D",1,11,899
"Mediano","1514","D",1,12,899
"Mediano","1514","D",1,13,899
"Mediano","1514","D",1,14,899
"Mediano","1514","D",1,15,899
"Mediano","1514","D",1,16,899
"Mediano","1514","D",1,17,899
"Mediano","1514","D",1,18,899
"Mediano","1514","D",1,19,899
"Mediano","1514","D",1,20,899
"Mediano","1514","D",1,21,899
"Mediano","1514","D",1,22,899
"Mediano","1514","D",1,23,899
"Mediano","1514","D",1,24,899
"Mediano","1514","D",1,25,899
"Mediano","1514","D",1,26,899
"Mediano","1514","D",1,27,899
"Mediano","1514","D",1,28,899
"Mediano","1514","D",1,29,899
"Mediano","1514","D",1,30,809
"Mediano","1514","D",1,31,809
"Mediano","1514","D",1,32,809
"Mediano","1514","D",1,33,809
"Mediano","1514","D",1,34,809
"Mediano","1514","D",1,35,809
"Mediano","1514","D",1,36,809
"Mediano","1514","D",1,37,809
"Mediano","1514","D",1,38,809
"Mediano","1514","D",1,39,809
"Mediano","1514","D",1,40,809
"Mediano","1514","D",1,41,809
"Mediano","1514","D",1,42,809
"Mediano","1514","D",1,43,809
"Mediano","1514","D",1,44,809
"Mediano","1514","D",1,45,809
"Mediano","1514","D",1,46,809
"Mediano","1514","D",1,47,809
"Mediano","1514","D",1,48,809
"Mediano","1514","D",1,49,809
"Mediano","1514","D",1,50,809
"Mediano","1514","D",2,1,920
"Mediano","1514","D",2,2,913
"Mediano","1514","D",2,3,900
"Mediano","1514","D",2,4,900
"Mediano","1514","D",2,5,900
"Mediano","1514","D",2,6,900
"Mediano","1514","D",2,7,900
"Mediano","1514","D",2,8,900
"Mediano","1514","D",2,9,900
"Mediano","1514","D",2,10,900
"Mediano","1514","D",2,11,900
"Mediano","1514","D",2,12,900
"Mediano","1514","D",2,13,900
"Mediano","1514","D",2,14,900
"Mediano","1514","D",2,15,900
"Mediano","1514","D",2,16,900
"Mediano","1514","D",2,17,900
"Mediano","1514","D",2,18,900
"Mediano","1514","D",2,19,900
"Mediano","1514","D",2,20,900
"Mediano","1514","D",2,21,900
"Mediano","1514","D",2,22,900
"Mediano","1514","D",2,23,900
"Mediano","1514","D",2,24,900
"Mediano","1514","D",2,25,900
"Mediano","1514","D",2,26,900
"Mediano","1514","D",2,27,900
"Mediano","1514","D",2,28,900
"Mediano","1514","D",2,29,900
"Mediano","1514","D",2,30,900
"Mediano","1514","D",2,31,900
"Mediano","1514","D",2,32,900
"Mediano","1514","D",2,33,900
"Mediano","1514","D",2,34,900
"Mediano","1514","D",2,35,900
"Mediano","1514","D",2,36,900
"Mediano","1514","D",2,37,900
"Mediano","1514","D",2,38,900
"Mediano","1514","D",2,39,900
"Mediano","1514","D",2,40,900
"Mediano","1514","D",2,41,900
"Mediano","1514","D",2,42,900
"Mediano","1514","D",2,43,900
"Mediano","1514","D",2,44,900
"Mediano","1514","D",2,45,900
"Mediano","1514","D",2,46,900
"Mediano","1514","D",2,47,900
"Mediano","1514","D",2,48,900
"Mediano","1514","D",2,49,900
"Mediano","1514","D",2,50,900
"Mediano","1514","D",3,1,900
"Mediano","1514","D",3,2,874
"Mediano","1514","D",3,3,874
"Mediano","1514","D",3,4,830
"Mediano","1514","D",3,5,809
"Mediano","1514","D",3,6,809
"Mediano","1514","D",3,7,809
"Mediano","1514","D",3,8,809
"Mediano","1514","D",3,9,809
"Mediano","1514","D",3,10,809
"Mediano","1514","D",3,11,809
"Mediano","1514","D",3,12,809
"Mediano","1514","D",3,13,809
"Mediano","1514","D",3,14,809
"Mediano","1514","D",3,15,809
"Mediano","1514","D",3,16,809
"Mediano","1514","D",3,17,809
"Mediano","1514","D",3,18,809
"Mediano","1514","D",3,19,800
"Mediano","1514","D",3,20,800
"Mediano","1514","D",3,21,800
"Mediano","1514","D",3,22,800
"Mediano","1514","D",3,23,800
"Mediano","1514","D",3,24,800
"Mediano","1514","D",3,25,800
"Mediano","1514","D",3,26,800
"Mediano","1514","D",3,27,800
"Mediano","1514","D",3,28,800
"Mediano","1514","D",3,29,800
"Mediano","1514","D",3,30,800
"Mediano","1514","D",3,31,788
"Mediano","1514","D",3,32,787
"Mediano","1514","D",3,33,787
"Mediano","1514","D",3,34,787
"Mediano","1514","D",3,35,787
"Mediano","1514","D",3,36,787
"Mediano","1514","D",3,37,787
"Mediano","1514","D",3,38,787
"Mediano","1514","D",3,39,787
"Mediano","1514","D",3,40,787
"Mediano","1514","D",3,41,787
"Mediano","1514","D",3,42,787
"Mediano","1514","D",3,43,787
"Mediano","1514","D",3,44,787
"Mediano","1514","D",3,45,787
"Mediano","1514","D",3,46,787
"Mediano","1514","D",3,47,787
"Mediano","1514","D",3,48,787
"Mediano","1514","D",3,49,787
"Mediano","1514","D",3,50,787
"Grande","3020","A",1,1,1853
"Grande","3020","A",1,2,1853
"Grande","3020","A",1,3,1853
"Grande","3020","A",1,4,1853
"Grande","3020","A",1,5,1853
"Grande","3020","A",1,6,1853
"Grande","3020","A",1,7,1853
"Grande","3020","A",1,8,1853
"Grande","3020","A",1,9,1853
"Grande","3020","A",1,10,1853
"Grande","3020","A",1,11,1853
"Grande","3020","A",1,12,1853
"Grande","3020","A",1,13,1853
"Grande","3020","A",1,14,1853
"Grande","3020","A",1,15,1853
"Grande","3020","A",1,16,1853
"Grande","3020","A",1,17,1853
"Grande","3020","A",1,18,1853
"Grande","3020","A",1,19,1853
"Grande","3020","A",1,20,1853
"Grande","3020","A",1,21,1853
"Grande","3020","A",1,22,1853
"Grande","3020","A",1,23,1853
"Grande","3020","A",1,24,1853
"Grande","3020","A",1,25,1853
"Grande","3020","A",1,26,1853
"Grande","3020","A",1,27,1853
"Grande","3020","A",1,28,1853
"Grande","3020","A",1,29,1853
"Grande","3020","A",1,30,1853
"Grande","3020","A",1,31,1853
"Grande","3020","A",1,32,1853
"Grande","3020","A",1,33,1853
"Grande","3020","A",1,34,1853
"Grande","3020","A",1,35,1853
"Grande","3020","A",1,36,1853
"Grande","3020","A",1,37,1836
"Grande","3020","A",1,38,1811
"Grande","3020","A",1,39,1811
"Grande","3020","A",1,40,1797
"Grande","3020","A",1,41,1797
"Grande","3020","A",1,42,1797
"Grande","3020","A",1,43,1797
"Grande","3020","A",1,44,1797
"Grande","3020","A",1,45,1797
"Grande","3020","A",1,46,1797
"Grande","3020","A",1,47,1797
"Grande","3020","A",1,48,1797
"Grande","3020","A",1,49,1797
"Grande","3020","A",1,50,1797
"Grande","3020","A",2,1,2122
"Grande","3020","A",2,2,1997
"Grande","3020","A",2,3,1954
"Grande","3020","A",2,4,1769
"Grande","3020","A",2,5,1735
"Grande","3020","A",2,6,1735
"Grande","3020","A",2,7,1735
"Grande","3020","A",2,8,1735
"Grande","3020","A",2,9,1659
"Grande","3020","A",2,10,1659
"Grande","3020","A",2,11,1659
"Grande","3020","A",2,12,1659
"Grande","3020","A",2,13,1659
"Grande","3020","A",2,14,1659
"Grande","3020","A",2,15,1659
"Grande","3020","A",2,16,1659
"Grande","3020","A",2,17,1659
"Grande","3020","A",2,18,1659
"Grande","3020","A",2,19,1659
"Grande","3020","A",2,20,1659
"Grande","3020","A",2,21,1659
"Grande","3020","A",2,22,1659
"Grande","3020","A",2,23,1659
"Grande","3020","A",2,24,1659
"Grande","3020","A",2,25,1659
"Grande","3020","A",2,26,1659
"Grande","3020","A",2,27,1659
"Grande","3020","A",2,28,1659
"Grande","3020","A",2,29,1659
"Grande","3020","A",2,30,1659
"Grande","3020","A",2,31,1659
"Grande","3020","A",2,32,1659
"Grande","3020","A",2,33,1659
"Grande","3020","A",2,34,1659
"Grande","3020","A",2,35,1659
"Grande","3020","A",2,36,1659
"Grande","3020","A",2,37,1659
"Grande","3020","A",2,38,1659
"Grande","3020","A",2,39,1659
"Grande","3020","A",2,40,1659
"Grande","3020","A",2,41,1659
"Grande","3020","A",2,42,1659
"Grande","3020","A",2,43,1659
"Grande","3020","A",2,44,1659
"Grande","3020","A",2,45,1659
"Grande","3020","A",2,46,1659
"Grande","3020","A",2,47,1659
"Grande","3020","A",2,48,1659
"Grande","3020","A",2,49,1659
"Grande","3020","A",2,50,1659
"Grande","3020","A",3,1,1967
"Grande","3020","A",3,2,1951
"Grande","3020","A",3,3,1951
"Grande","3020","A",3,4,1951
"Grande","3020","A",3,5,1951
"Grande","3020","A",3,6,1951
"Grande","3020","A",3,7,1936
"Grande","3020","A",3,8,1936
"Grande","3020","A",3,9,1936
"Grande","3020","A",3,10,1819
"Grande","3020","A",3,11,1819
"Grande","3020","A",3,12,1804
"Grande","3020","A",3,13,1804
"Grande","3020","A",3,14,1803
"Grande","3020","A",3,15,1803
"Grande","3020","A",3,16,1803
"Grande","3020","A",3,17,1803
"Grande","3020","A",3,18,1803
"Grande","3020","A",3,19,1803
"Grande","3020","A",3,20,1803
"Grande","3020","A",3,21,1803
"Grande","3020","A",3,22,1803
"Grande","3020","A",3,23,1803
"Grande","3020","A",3,24,1803
"Grande","3020","A",3,25,1803
"Grande","3020","A",3,26,1803
"Grande","3020","A",3,27,1803
"Grande","3020","A",3,28,1803
"Grande","3020","A",3,29,1803
"Grande","3020","A",3,30,1803
"Grande","3020","A",3,31,1803
"Grande","3020","A",3,32,1803
"Grande","3020","A",3,33,1803
"Grande","3020","A",3,34,1803
"Grande","3020","A",3,35,1803
"Grande","3020","A",3,36,1803
"Grande","3020","A",3,37,1803
"Grande","3020","A",3,38,1742
"Grande","3020","A",3,39,1698
"Grande","3020","A",3,40,1698
"Grande","3020","A",3,41,1698
"Grande","3020","A",3,42,1668
"Grande","3020","A",3,43,1668
"Grande","3020","A",3,44,1668
"Grande","3020","A",3,45,1668
"Grande","3020","A",3,46,1668
"Grande","3020","A",3,47,1668
"Grande","3020","A",3,48,1668
"Grande","3020","A",3,49,1668
"Grande","3020","A",3,50,1668
"Grande","3020","B",1,1,2018
"Grande","3020","B",1,2,2018
"Grande","3020","B",1,3,2015
"Grande","3020","B",1,4,1991
"Grande","3020","B",1,5,1923
"Grande","3020","B",1,6,1923
"Grande","3020","B",1,7,1923
"Grande","3020","B",1,8,1794
"Grande","3020","B",1,9,1794
"Grande","3020","B",1,10,1794
"Grande","3020","B",1,11,1794
"Grande","3020","B",1,12,1794
"Grande","3020","B",1,13,1785
"Grande","3020","B",1,14,1785
"Grande","3020","B",1,15,1785
"Grande","3020","B",1,16,1785
"Grande","3020","B",1,17,1774
"Grande","3020","B",1,18,1774
"Grande","3020","B",1,19,1774
"Grande","3020","B",1,20,1774
"Grande","3020","B",1,21,1774
"Grande","3020","B",1,22,1774
"Grande","3020","B",1,23,1774
"Grande","3020","B",1,24,1774
"Grande","3020","B",1,25,1774
"Grande","3020","B",1,26,1774
"Grande","3020","B",1,27,1774
"Grande","3020","B",1,28,1774
"Grande","3020","B",1,29,1774
"Grande","3020","B",1,30,1774
"Grande","3020","B",1,31,1774
"Grande","3020","B",1,32,1774
"Grande","3020","B",1,33,1774
"Grande","3020","B",1,34,1774
"Grande","3020","B",1,35,1774
"Grande","3020","B",1,36,1774
"Grande","3020","B",1,37,1774
"Grande","3020","B",1,38,1774
"Grande","3020","B",1,39,1774
"Grande","3020","B",1,40,1774
"Grande","3020","B",1,41,1774
"Grande","3020","B",1,42,1774
"Grande","3020","B",1,43,1774
"Grande","3020","B",1,44,1774
"Grande","3020","B",1,45,1756
"Grande","3020","B",1,46,1679
"Grande","3020","B",1,47,1672
"Grande","3020","B",1,48,1672
"Grande","3020","B",1,49,1672
"Grande","3020","B",1,50,1672
"Grande","3020","B",2,1,2043
"Grande","3020","B",2,2,1940
"Grande","3020","B",2,3,1940
"Grande","3020","B",2,4,1940
"Grande","3020","B",2,5,1937
"Grande","3020","B",2,6,1869
"Grande","3020","B",2,7,1849
"Grande","3020","B",2,8,1849
"Grande","3020","B",2,9,1791
"Grande","3020","B",2,10,1791
"Grande","3020","B",2,11,1791
"Grande","3020","B",2,12,1791
"Grande","3020","B",2,13,1791
"Grande","3020","B",2,14,1788
"Grande","3020","B",2,15,1729
"Grande","3020","B",2,16,1714
"Grande","3020","B",2,17,1714
"Grande","3020","B",2,18,1714
"Grande","3020","B",2,19,1714
"Grande","3020","B",2,20,1714
"Grande","3020","B",2,21,1714
"Grande","3020","B",2,22,1714
"Grande","3020","B",2,23,1714
"Grande","3020","B",2,24,1714
"Grande","3020","B",2,25,1714
"Grande","3020","B",2,26,1714
"Grande","3020","B",2,27,1714
"Grande","3020","B",2,28,1714
"Grande","3020","B",2,29,1714
"Grande","3020","B",2,30,1714
"Grande","3020","B",2,31,1714
"Grande","3020","B",2,32,1714
"Grande","3020","B",2,33,1714
"Grande","3020","B",2,34,1714
"Grande","3020","B",2,35,1714
"Grande","3020","B",2,36,1714
"Grande","3020","B",2,37,1714
"Grande","3020","B",2,38,1714
"Grande","3020","B",2,39,1714
"Grande","3020","B",2,40,1714
"Grande","3020","B",2,41,1714
"Grande","3020","B",2,42,1714
"Grande","3020","B",2,43,1714
"Grande","3020","B",2,44,1714
"Grande","3020","B",2,45,1714
"Grande","3020","B",2,46,1714
"Grande","3020","B",2,47,1714
"Grande","3020","B",2,48,1714
"Grande","3020","B",2,49,1714
"Grande","3020","B",2,50,1714
"Grande","3020","B",3,1,1939
"Grande","3020","B",3,2,1881
"Grande","3020","B",3,3,1881
"Grande","3020","B",3,4,1881
"Grande","3020","B",3,5,1881
"Grande","3020","B",3,6,1881
"Grande","3020","B",3,7,1881
"Grande","3020","B",3,8,1881
"Grande","3020","B",3,9,1881
"Grande","3020","B",3,10,1881
"Grande","3020","B",3,11,1881
"Grande","3020","B",3,12,1881
"Grande","3020","B",3,13,1881
"Grande","3020","B",3,14,1881
"Grande","3020","B",3,15,1881
"Grande","3020","B",3,16,1881
"Grande","3020","B",3,17,1881
"Grande","3020","B",3,18,1881
"Grande","3020","B",3,19,1881
"Grande","3020","B",3,20,1881
"Grande","3020","B",3,21,1881
"Grande","3020","B",3,22,1881
"Grande","3020","B",3,23,1881
"Grande","3020","B",3,24,1881
"Grande","3020","B",3,25,1881
"Grande","3020","B",3,26,1881
"Grande","3020","B",3,27,1881
"Grande","3020","B",3,28,1881
"Grande","3020","B",3,29,1881
"Grande","3020","B",3,30,1881
"Grande","3020","B",3,31,1881
"Grande","3020","B",3,32,1881
"Grande","3020","B",3,33,1881
"Grande","3020","B",3,34,1881
"Grande","3020","B",3,35,1881
"Grande","3020","B",3,36,1881
"Grande","3020","B",3,37,1881
"Grande","3020","B",3,38,1881
"Grande","3020","B",3,39,1881
"Grande","3020","B",3,40,1881
"Grande","3020","B",3,41,1881
"Grande","3020","B",3,42,1881
"Grande","3020","B",3,43,1881
"Grande","3020","B",3,44,1881
"Grande","3020","B",3,45,1881
"Grande","3020","B",3,46,1881
"Grande","3020","B",3,47,1881
"Grande","3020","B",3,48,1881
"Grande","3020","B",3,49,1881
"Grande","3020","B",3,50,1881
"Grande","3020","C",1,1,1879
"Grande","3020","C",1,2,1879
"Grande","3020","C",1,3,1879
"Grande","3020","C",1,4,1879
"Grande","3020","C",1,5,1879
"Grande","3020","C",1,6,1873
"Grande","3020","C",1,7,1866
"Grande","3020","C",1,8,1866
"Grande","3020","C",1,9,1856
"Grande","3020","C",1,10,1827
"Grande","3020","C",1,11,1821
"Grande","3020","C",1,12,1821
"Grande","3020","C",1,13,1790
"Grande","3020","C",1,14,1790
"Grande","3020","C",1,15,1784
"Grande","3020","C",1,16,1784
"Grande","3020","C",1,17,1784
"Grande","3020","C",1,18,1784
"Grande","3020","C",1,19,1784
"Grande","3020","C",1,20,1784
"Grande","3020","C",1,21,1784
"Grande","3020","C",1,22,1784
"Grande","3020","C",1,23,1784
"Grande","3020","C",1,24,1784
"Grande","3020","C",1,25,1784
"Grande","3020","C",1,26,1784
"Grande","3020","C",1,27,1784
"Grande","3020","C",1,28,1784
"Grande","3020","C",1,29,1784
"Grande","3020","C",1,30,1784
"Grande","3020","C",1,31,1784
"Grande","3020","C",1,32,1784
"Grande","3020","C",1,33,1784
"Grande","3020","C",1,34,1784
"Grande","3020","C",1,35,1784
"Grande","3020","C",1,36,1784
"Grande","3020","C",1,37,1784
"Grande","3020","C",1,38,1784
"Grande","3020","C",1,39,1784
"Grande","3020","C",1,40,1784
"Grande","3020","C",1,41,1784
"Grande","3020","C",1,42,1784
"Grande","3020","C",1,43,1784
"Grande","3020","C",1,44,1784
"Grande","3020","C",1,45,1784
"Grande","3020","C",1,46,1784
"Grande","3020","C",1,47,1784
"Grande","3020","C",1,48,1784
"Grande","3020","C",1,49,1784
"Grande","3020","C",1,50,1784
"Grande","3020","C",2,1,2003
"Grande","3020","C",2,2,2003
"Grande","3020","C",2,3,1993
"Grande","3020","C",2,4,1936
"Grande","3020","C",2,5,1908
"Grande","3020","C",2,6,1898
"Grande","3020","C",2,7,1849
"Grande","3020","C",2,8,1849
"Grande","3020","C",2,9,1772
"Grande","3020","C",2,10,1772
"Grande","3020","C",2,11,1696
"Grande","3020","C",2,12,1672
"Grande","3020","C",2,13,1672
"Grande","3020","C",2,14,1662
"Grande","3020","C",2,15,1622
"Grande","3020","C",2,16,1620
"Grande","3020","C",2,17,1620
"Grande","3020","C",2,18,1620
"Grande","3020","C",2,19,1620
"Grande","3020","C",2,20,1620
"Grande","3020","C",2,21,1620
"Grande","3020","C",2,22,1620
"Grande","3020","C",2,23,1620
"Grande","3020","C",2,24,1620
"Grande","3020","C",2,25,1620
"Grande","3020","C",2,26,1620
"Grande","3020","C",2,27,1620
"Grande","3020","C",2,28,1620
"Grande","3020","C",2,29,1620
"Grande","3020","C",2,30,1620
"Grande","3020","C",2,31,1620
"Grande","3020","C",2,32,1620
"Grande","3020","C",2,33,1620
"Grande","3020","C",2,34,1620
"Grande","3020","C",2,35,1620
"Grande","3020","C",2,36,1620
"Grande","3020","C",2,37,1620
"Grande","3020","C",2,38,1620
"Grande","3020","C",2,39,1620
"Grande","3020","C",2,40,1620
"Grande","3020","C",2,41,1620
"Grande","3020","C",2,42,1620
"Grande","3020","C",2,43,1620
"Grande","3020","C",2,44,1620
"Grande","3020","C",2,45,1620
"Grande","3020","C",2,46,1620
"Grande","3020","C",2,47,1620
"Grande","3020","C",2,48,1620
"Grande","3020","C",2,49,1620
