caso,semilla_instancia,configuracion,semilla,generacion,mejor_makespan
Mediano,1514,A,3,36,830.0
Mediano,1514,A,3,37,830.0
Mediano,1514,A,3,38,830.0
Mediano,1514,A,3,39,830.0
Mediano,1514,A,3,40,830.0
Mediano,1514,A,3,41,830.0
Mediano,1514,A,3,42,830.0
Mediano,1514,A,3,43,830.0
Mediano,1514,A,3,44,830.0
Mediano,1514,A,3,45,830.0
Mediano,1514,A,3,46,830.0
Mediano,1514,A,3,47,830.0
Mediano,1514,A,3,48,830.0
Mediano,1514,A,3,49,830.0
Mediano,1514,A,3,50,830.0
Mediano,1514,B,1,1,892.0
Mediano,1514,B,1,2,892.0
Mediano,1514,B,1,3,892.0
Mediano,1514,B,1,4,857.0
Mediano,1514,B,1,5,857.0
Mediano,1514,B,1,6,857.0
Mediano,1514,B,1,7,857.0
Mediano,1514,B,1,8,857.0
Mediano,1514,B,1,9,857.0
Mediano,1514,B,1,10,857.0
Mediano,1514,B,1,11,857.0
Mediano,1514,B,1,12,857.0
Mediano,1514,B,1,13,857.0
Mediano,1514,B,1,14,857.0
Mediano,1514,B,1,15,857.0
Mediano,1514,B,1,16,857.0
Mediano,1514,B,1,17,857.0
Mediano,1514,B,1,18,857.0
Mediano,1514,B,1,19,857.0
Mediano,1514,B,1,20,857.0
Mediano,1514,B,1,21,857.0
Mediano,1514,B,1,22,857.0
Mediano,1514,B,1,23,857.0
Mediano,1514,B,1,24,857.0
Mediano,1514,B,1,25,857.0
Mediano,1514,B,1,26,857.0
Mediano,1514,B,1,27,857.0
Mediano,1514,B,1,28,857.0
Mediano,1514,B,1,29,857.0
Mediano,1514,B,1,30,857.0
Mediano,1514,B,1,31,857.0
Mediano,1514,B,1,32,857.0
Mediano,1514,B,1,33,857.0
Mediano,1514,B,1,34,857.0
Mediano,1514,B,1,35,857.0
Mediano,1514,B,1,36,857.0
Mediano,1514,B,1,37,857.0
Mediano,1514,B,1,38,857.0
Mediano,1514,B,1,39,857.0
Mediano,1514,B,1,40,857.0
Mediano,1514,B,1,41,857.0
Mediano,1514,B,1,42,857.0
Mediano,1514,B,1,43,857.0
Mediano,1514,B,1,44,857.0
Mediano,1514,B,1,45,857.0
Mediano,1514,B,1,46,857.0
Mediano,1514,B,1,47,857.0
Mediano,1514,B,1,48,857.0
Mediano,1514,B,1,49,857.0
Mediano,1514,B,1,50,857.0
Mediano,1514,B,2,1,871.0
Mediano,1514,B,2,2,871.0
Mediano,1514,B,2,3,870.0
Mediano,1514,B,2,4,870.0
Mediano,1514,B,2,5,870.0
Mediano,1514,B,2,6,870.0
Mediano,1514,B,2,7,870.0
Mediano,1514,B,2,8,870.0
Mediano,1514,B,2,9,870.0
Mediano,1514,B,2,10,870.0
Mediano,1514,B,2,11,870.0
Mediano,1514,B,2,12,846.0
Mediano,1514,B,2,13,811.0
Mediano,1514,B,2,14,811.0
Mediano,1514,B,2,15,811.0
Mediano,1514,B,2,16,811.0
Mediano,1514,B,2,17,811.0
Mediano,1514,B,2,18,811.0
Mediano,1514,B,2,19,811.0
Mediano,1514,B,2,20,811.0
Mediano,1514,B,2,21,811.0
Mediano,1514,B,2,22,811.0
Mediano,1514,B,2,23,811.0
Mediano,1514,B,2,24,811.0
Mediano,1514,B,2,25,811.0
Mediano,1514,B,2,26,811.0
Mediano,1514,B,2,27,811.0
Mediano,1514,B,2,28,811.0
Mediano,1514,B,2,29,811.0
Mediano,1514,B,2,30,811.0
Mediano,1514,B,2,31,811.0
Mediano,1514,B,2,32,811.0
Mediano,1514,B,2,33,811.0
Mediano,1514,B,2,34,811.0
Mediano,1514,B,2,35,811.0
Mediano,1514,B,2,36,811.0
Mediano,1514,B,2,37,811.0
Mediano,1514,B,2,38,811.0
Mediano,1514,B,2,39,811.0
Mediano,1514,B,2,40,811.0
Mediano,1514,B,2,41,811.0
Mediano,1514,B,2,42,811.0
Mediano,1514,B,2,43,811.0
Mediano,1514,B,2,44,811.0
Mediano,1514,B,2,45,811.0
Mediano,1514,B,2,46,811.0
Mediano,1514,B,2,47,811.0
Mediano,1514,B,2,48,811.0
Mediano,1514,B,2,49,811.0
Mediano,1514,B,2,50,811.0
Mediano,1514,B,3,1,941.0
Mediano,1514,B,3,2,941.0
Mediano,1514,B,3,3,941.0
Mediano,1514,B,3,4,857.0
Mediano,1514,B,3,5,857.0
Mediano,1514,B,3,6,857.0
Mediano,1514,B,3,7,857.0
Mediano,1514,B,3,8,857.0
Mediano,1514,B,3,9,857.0
Mediano,1514,B,3,10,857.0
Mediano,1514,B,3,11,857.0
Mediano,1514,B,3,12,857.0
Mediano,1514,B,3,13,857.0
Mediano,1514,B,3,14,857.0
Mediano,1514,B,3,15,857.0
Mediano,1514,B,3,16,857.0
Mediano,1514,B,3,17,857.0
Mediano,1514,B,3,18,857.0
Mediano,1514,B,3,19,857.0
Mediano,1514,B,3,20,857.0
Mediano,1514,B,3,21,857.0
Mediano,1514,B,3,22,857.0
Mediano,1514,B,3,23,857.0
Mediano,1514,B,3,24,857.0
Mediano,1514,B,3,25,857.0
Mediano,1514,B,3,26,857.0
Mediano,1514,B,3,27,857.0
Mediano,1514,B,3,28,857.0
Mediano,1514,B,3,29,857.0
Mediano,1514,B,3,30,857.0
Mediano,1514,B,3,31,857.0
Mediano,1514,B,3,32,857.0
Mediano,1514,B,3,33,857.0
Mediano,1514,B,3,34,857.0
Mediano,1514,B,3,35,857.0
Mediano,1514,B,3,36,857.0
Mediano,1514,B,3,37,857.0
Mediano,1514,B,3,38,857.0
Mediano,1514,B,3,39,857.0
Mediano,1514,B,3,40,857.0
Mediano,1514,B,3,41,857.0
Mediano,1514,B,3,42,857.0
Mediano,1514,B,3,43,857.0
Mediano,1514,B,3,44,857.0
Mediano,1514,B,3,45,857.0
Mediano,1514,B,3,46,857.0
Mediano,1514,B,3,47,857.0
Mediano,1514,B,3,48,857.0
Mediano,1514,B,3,49,857.0
Mediano,1514,B,3,50,857.0
Mediano,1514,C,1,1,892.0
Mediano,1514,C,1,2,892.0
Mediano,1514,C,1,3,892.0
Mediano,1514,C,1,4,892.0
Mediano,1514,C,1,5,892.0
Mediano,1514,C,1,6,892.0
Mediano,1514,C,1,7,892.0
Mediano,1514,C,1,8,808.0
Mediano,1514,C,1,9,808.0
Mediano,1514,C,1,10,808.0
Mediano,1514,C,1,11,808.0
Mediano,1514,C,1,12,808.0
Mediano,1514,C,1,13,808.0
Mediano,1514,C,1,14,808.0
Mediano,1514,C,1,15,808.0
Mediano,1514,C,1,16,808.0
Mediano,1514,C,1,17,808.0
Mediano,1514,C,1,18,808.0
Mediano,1514,C,1,19,808.0
Mediano,1514,C,1,20,808.0
Mediano,1514,C,1,21,808.0
Mediano,1514,C,1,22,808.0
Mediano,1514,C,1,23,808.0
Mediano,1514,C,1,24,808.0
Mediano,1514,C,1,25,808.0
Mediano,1514,C,1,26,808.0
Mediano,1514,C,1,27,808.0
Mediano,1514,C,1,28,808.0
Mediano,1514,C,1,29,808.0
Mediano,1514,C,1,30,808.0
Mediano,1514,C,1,31,808.0
Mediano,1514,C,1,32,808.0
Mediano,1514,C,1,33,808.0
Mediano,1514,C,1,34,808.0
Mediano,1514,C,1,35,808.0
Mediano,1514,C,1,36,808.0
Mediano,1514,C,1,37,808.0
Mediano,1514,C,1,38,808.0
Mediano,1514,C,1,39,808.0
Mediano,1514,C,1,40,808.0
Mediano,1514,C,1,41,808.0
Mediano,1514,C,1,42,808.0
Mediano,1514,C,1,43,808.0
Mediano,1514,C,1,44,808.0
Mediano,1514,C,1,45,808.0
Mediano,1514,C,1,46,808.0
Mediano,1514,C,1,47,808.0
Mediano,1514,C,1,48,808.0
Mediano,1514,C,1,49,808.0
Mediano,1514,C,1,50,808.0
Mediano,1514,C,2,1,881.0
Mediano,1514,C,2,2,881.0
Mediano,1514,C,2,3,881.0
Mediano,1514,C,2,4,881.0
Mediano,1514,C,2,5,881.0
Mediano,1514,C,2,6,881.0
Mediano,1514,C,2,7,881.0
Mediano,1514,C,2,8,881.0
Mediano,1514,C,2,9,881.0
Mediano,1514,C,2,10,881.0
Mediano,1514,C,2,11,881.0
Mediano,1514,C,2,12,881.0
Mediano,1514,C,2,13,881.0
Mediano,1514,C,2,14,881.0
Mediano,1514,C,2,15,881.0
Mediano,1514,C,2,16,881.0
Mediano,1514,C,2,17,881.0
Mediano,1514,C,2,18,881.0
Mediano,1514,C,2,19,881.0
Mediano,1514,C,2,20,881.0
Mediano,1514,C,2,21,881.0
Mediano,1514,C,2,22,881.0
Mediano,1514,C,2,23,881.0
Mediano,1514,C,2,24,881.0
Mediano,1514,C,2,25,881.0
Mediano,1514,C,2,26,881.0
Mediano,1514,C,2,27,881.0
Mediano,1514,C,2,28,881.0
Mediano,1514,C,2,29,881.0
Mediano,1514,C,2,30,881.0
Mediano,1514,C,2,31,876.0
Mediano,1514,C,2,32,876.0
Mediano,1514,C,2,33,876.0
Mediano,1514,C,2,34,876.0
Mediano,1514,C,2,35,876.0
Mediano,1514,C,2,36,876.0
Mediano,1514,C,2,37,876.0
Mediano,1514,C,2,38,876.0
Mediano,1514,C,2,39,876.0
Mediano,1514,C,2,40,853.0
Mediano,1514,C,2,41,828.0
Mediano,1514,C,2,42,828.0
Mediano,1514,C,2,43,828.0
Mediano,1514,C,2,44,828.0
Mediano,1514,C,2,45,828.0
Mediano,1514,C,2,46,828.0
Mediano,1514,C,2,47,828.0
Mediano,1514,C,2,48,828.0
Mediano,1514,C,2,49,828.0
Mediano,1514,C,2,50,828.0
Mediano,1514,C,3,1,941.0
Mediano,1514,C,3,2,933.0
Mediano,1514,C,3,3,933.0
Mediano,1514,C,3,4,844.0
Mediano,1514,C,3,5,833.0
Mediano,1514,C,3,6,812.0
Mediano,1514,C,3,7,792.0
Mediano,1514,C,3,8,792.0
Mediano,1514,C,3,9,792.0
Mediano,1514,C,3,10,792.0
Mediano,1514,C,3,11,792.0
Mediano,1514,C,3,12,792.0
Mediano,1514,C,3,13,792.0
Mediano,1514,C,3,14,792.0
Mediano,1514,C,3,15,792.0
Mediano,1514,C,3,16,792.0
Mediano,1514,C,3,17,792.0
Mediano,1514,C,3,18,792.0
Mediano,1514,C,3,19,792.0
Mediano,1514,C,3,20,792.0
Mediano,1514,C,3,21,792.0
Mediano,1514,C,3,22,792.0
Mediano,1514,C,3,23,792.0
Mediano,1514,C,3,24,792.0
Mediano,1514,C,3,25,792.0
Mediano,1514,C,3,26,792.0
Mediano,1514,C,3,27,792.0
Mediano,1514,C,3,28,792.0
Mediano,1514,C,3,29,792.0
Mediano,1514,C,3,30,792.0
Mediano,1514,C,3,31,792.0
Mediano,1514,C,3,32,792.0
Mediano,1514,C,3,33,792.0
Mediano,1514,C,3,34,792.0
Mediano,1514,C,3,35,792.0
Mediano,1514,C,3,36,792.0
Mediano,1514,C,3,37,792.0
Mediano,1514,C,3,38,792.0
Mediano,1514,C,3,39,792.0
Mediano,1514,C,3,40,792.0
Mediano,1514,C,3,41,792.0
Mediano,1514,C,3,42,792.0
Mediano,1514,C,3,43,792.0
Mediano,1514,C,3,44,792.0
Mediano,1514,C,3,45,792.0
Mediano,1514,C,3,46,792.0
Mediano,1514,C,3,47,778.0
Mediano,1514,C,3,48,778.0
Mediano,1514,C,3,49,778.0
Mediano,1514,C,3,50,778.0
Mediano,1514,D,1,1,907.0
Mediano,1514,D,1,2,828.0
Mediano,1514,D,1,3,828.0
Mediano,1514,D,1,4,828.0
Mediano,1514,D,1,5,828.0
Mediano,1514,D,1,6,828.0
Mediano,1514,D,1,7,828.0
Mediano,1514,D,1,8,828.0
Mediano,1514,D,1,9,828.0
Mediano,1514,D,1,10,828.0
Mediano,1514,D,1,11,828.0
Mediano,1514,D,1,12,828.0
Mediano,1514,D,1,13,828.0
Mediano,1514,D,1,14,828.0
Mediano,1514,D,1,15,828.0
Mediano,1514,D,1,16,828.0
Mediano,1514,D,1,17,828.0
Mediano,1514,D,1,18,828.0
Mediano,1514,D,1,19,828.0
Mediano,1514,D,1,20,828.0
Mediano,1514,D,1,21,828.0
Mediano,1514,D,1,22,828.0
Mediano,1514,D,1,23,828.0
Mediano,1514,D,1,24,828.0
Mediano,1514,D,1,25,828.0
Mediano,1514,D,1,26,828.0
Mediano,1514,D,1,27,828.0
Mediano,1514,D,1,28,828.0
Mediano,1514,D,1,29,828.0
Mediano,1514,D,1,30,828.0
Mediano,1514,D,1,31,828.0
Mediano,1514,D,1,32,828.0
Mediano,1514,D,1,33,828.0
Mediano,1514,D,1,34,828.0
Mediano,1514,D,1,35,828.0
Mediano,1514,D,1,36,828.0
Mediano,1514,D,1,37,828.0
Mediano,1514,D,1,38,828.0
Mediano,1514,D,1,39,828.0
Mediano,1514,D,1,40,828.0
Mediano,1514,D,1,41,828.0
Mediano,1514,D,1,42,828.0
Mediano,1514,D,1,43,828.0
Mediano,1514,D,1,44,828.0
Mediano,1514,D,1,45,828.0
Mediano,1514,D,1,46,828.0
Mediano,1514,D,1,47,828.0
Mediano,1514,D,1,48,828.0
Mediano,1514,D,1,49,828.0
Mediano,1514,D,1,50,828.0
Mediano,1514,D,2,1,931.0
Mediano,1514,D,2,2,914.0
Mediano,1514,D,2,3,905.0
Mediano,1514,D,2,4,905.0
Mediano,1514,D,2,5,893.0
Mediano,1514,D,2,6,878.0
Mediano,1514,D,2,7,878.0
Mediano,1514,D,2,8,878.0
Mediano,1514,D,2,9,878.0
Mediano,1514,D,2,10,878.0
Mediano,1514,D,2,11,878.0
Mediano,1514,D,2,12,878.0
Mediano,1514,D,2,13,878.0
Mediano,1514,D,2,14,878.0
Mediano,1514,D,2,15,878.0
Mediano,1514,D,2,16,878.0
Mediano,1514,D,2,17,878.0
Mediano,1514,D,2,18,878.0
Mediano,1514,D,2,19,878.0
Mediano,1514,D,2,20,878.0
Mediano,1514,D,2,21,878.0
Mediano,1514,D,2,22,878.0
Mediano,1514,D,2,23,878.0
Mediano,1514,D,2,24,878.0
Mediano,1514,D,2,25,878.0
Mediano,1514,D,2,26,878.0
Mediano,1514,D,2,27,864.0
Mediano,1514,D,2,28,864.0
Mediano,1514,D,2,29,864.0
Mediano,1514,D,2,30,864.0
Mediano,1514,D,2,31,864.0
Mediano,1514,D,2,32,864.0
Mediano,1514,D,2,33,864.0
Mediano,1514,D,2,34,864.0
Mediano,1514,D,2,35,864.0
Mediano,1514,D,2,36,864.0
Mediano,1514,D,2,37,864.0
Mediano,1514,D,2,38,864.0
Mediano,1514,D,2,39,864.0
Mediano,1514,D,2,40,864.0
Mediano,1514,D,2,41,864.0
Mediano,1514,D,2,42,844.0
Mediano,1514,D,2,43,844.0
Mediano,1514,D,2,44,806.0
Mediano,1514,D,2,45,791.0
Mediano,1514,D,2,46,791.0
Mediano,1514,D,2,47,791.0
Mediano,1514,D,2,48,791.0
Mediano,1514,D,2,49,791.0
Mediano,1514,D,2,50,791.0
Mediano,1514,D,3,1,905.0
Mediano,1514,D,3,2,883.0
Mediano,1514,D,3,3,883.0
Mediano,1514,D,3,4,803.0
Mediano,1514,D,3,5,803.0
Mediano,1514,D,3,6,803.0
Mediano,1514,D,3,7,803.0
Mediano,1514,D,3,8,803.0
Mediano,1514,D,3,9,803.0
Mediano,1514,D,3,10,803.0
Mediano,1514,D,3,11,803.0
Mediano,1514,D,3,12,803.0
Mediano,1514,D,3,13,803.0
Mediano,1514,D,3,14,803.0
Mediano,1514,D,3,15,803.0
Mediano,1514,D,3,16,803.0
Mediano,1514,D,3,17,803.0
Mediano,1514,D,3,18,803.0
Mediano,1514,D,3,19,803.0
Mediano,1514,D,3,20,803.0
Mediano,1514,D,3,21,803.0
Mediano,1514,D,3,22,803.0
Mediano,1514,D,3,23,803.0
Mediano,1514,D,3,24,803.0
Mediano,1514,D,3,25,803.0
Mediano,1514,D,3,26,803.0
Mediano,1514,D,3,27,803.0
Mediano,1514,D,3,28,803.0
Mediano,1514,D,3,29,803.0
Mediano,1514,D,3,30,803.0
Mediano,1514,D,3,31,803.0
Mediano,1514,D,3,32,803.0
Mediano,1514,D,3,33,803.0
Mediano,1514,D,3,34,803.0
Mediano,1514,D,3,35,803.0
Mediano,1514,D,3,36,803.0
Mediano,1514,D,3,37,803.0
Mediano,1514,D,3,38,803.0
Mediano,1514,D,3,39,803.0
Mediano,1514,D,3,40,803.0
Mediano,1514,D,3,41,803.0
Mediano,1514,D,3,42,803.0
Mediano,1514,D,3,43,803.0
Mediano,1514,D,3,44,803.0
Mediano,1514,D,3,45,803.0
Mediano,1514,D,3,46,803.0
Mediano,1514,D,3,47,803.0
Mediano,1514,D,3,48,803.0
Mediano,1514,D,3,49,803.0
Mediano,1514,D,3,50,803.0
Grande,3020,A,1,1,2060.0
Grande,3020,A,1,2,1957.0
Grande,3020,A,1,3,1957.0
Grande,3020,A,1,4,1957.0
Grande,3020,A,1,5,1957.0
Grande,3020,A,1,6,1957.0
Grande,3020,A,1,7,1957.0
Grande,3020,A,1,8,1944.0
Grande,3020,A,1,9,1944.0
Grande,3020,A,1,10,1944.0
Grande,3020,A,1,11,1944.0
Grande,3020,A,1,12,1944.0
Grande,3020,A,1,13,1944.0
Grande,3020,A,1,14,1944.0
Grande,3020,A,1,15,1944.0
Grande,3020,A,1,16,1944.0
Grande,3020,A,1,17,1944.0
Grande,3020,A,1,18,1944.0
Grande,3020,A,1,19,1944.0
Grande,3020,A,1,20,1944.0
Grande,3020,A,1,21,1944.0
Grande,3020,A,1,22,1944.0
Grande,3020,A,1,23,1944.0
Grande,3020,A,1,24,1944.0
Grande,3020,A,1,25,1944.0
Grande,3020,A,1,26,1944.0
Grande,3020,A,1,27,1944.0
Grande,3020,A,1,28,1944.0
Grande,3020,A,1,29,1944.0
Grande,3020,A,1,30,1944.0
Grande,3020,A,1,31,1944.0
Grande,3020,A,1,32,1944.0
Grande,3020,A,1,33,1944.0
Grande,3020,A,1,34,1944.0
Grande,3020,A,1,35,1944.0
Grande,3020,A,1,36,1944.0
Grande,3020,A,1,37,1944.0
Grande,3020,A,1,38,1944.0
Grande,3020,A,1,39,1944.0
Grande,3020,A,1,40,1944.0
Grande,3020,A,1,41,1944.0
Grande,3020,A,1,42,1944.0
Grande,3020,A,1,43,1944.0
Grande,3020,A,1,44,1944.0
Grande,3020,A,1,45,1944.0
Grande,3020,A,1,46,1944.0
Grande,3020,A,1,47,1944.0
Grande,3020,A,1,48,1944.0
Grande,3020,A,1,49,1928.0
Grande,3020,A,1,50,1881.0
Grande,3020,A,2,1,1989.0
Grande,3020,A,2,2,1854.0
Grande,3020,A,2,3,1854.0
Grande,3020,A,2,4,1854.0
Grande,3020,A,2,5,1854.0
Grande,3020,A,2,6,1854.0
Grande,3020,A,2,7,1854.0
Grande,3020,A,2,8,1854.0
Grande,3020,A,2,9,1854.0
Grande,3020,A,2,10,1854.0
Grande,3020,A,2,11,1854.0
Grande,3020,A,2,12,1854.0
Grande,3020,A,2,13,1854.0
Grande,3020,A,2,14,1854.0
Grande,3020,A,2,15,1854.0
Grande,3020,A,2,16,1854.0
Grande,3020,A,2,17,1854.0
Grande,3020,A,2,18,1854.0
Grande,3020,A,2,19,1854.0
Grande,3020,A,2,20,1854.0
Grande,3020,A,2,21,1854.0
Grande,3020,A,2,22,1854.0
Grande,3020,A,2,23,1854.0
Grande,3020,A,2,24,1854.0
Grande,3020,A,2,25,1854.0
Grande,3020,A,2,26,1854.0
Grande,3020,A,2,27,1854.0
Grande,3020,A,2,28,1854.0
Grande,3020,A,2,29,1854.0
Grande,3020,A,2,30,1854.0
Grande,3020,A,2,31,1854.0
Grande,3020,A,2,32,1854.0
Grande,3020,A,2,33,1854.0
Grande,3020,A,2,34,1854.0
Grande,3020,A,2,35,1854.0
Grande,3020,A,2,36,1854.0
Grande,3020,A,2,37,1854.0
Grande,3020,A,2,38,1854.0
Grande,3020,A,2,39,1854.0
Grande,3020,A,2,40,1854.0
Grande,3020,A,2,41,1854.0
Grande,3020,A,2,42,1854.0
Grande,3020,A,2,43,1854.0
Grande,3020,A,2,44,1854.0
Grande,3020,A,2,45,1854.0
Grande,3020,A,2,46,1854.0
Grande,3020,A,2,47,1854.0
Grande,3020,A,2,48,1854.0
Grande,3020,A,2,49,1854.0
Grande,3020,A,2,50,1854.0
Grande,3020,A,3,1,1872.0
Grande,3020,A,3,2,1872.0
Grande,3020,A,3,3,1872.0
Grande,3020,A,3,4,1831.0
Grande,3020,A,3,5,1831.0
Grande,3020,A,3,6,1831.0
Grande,3020,A,3,7,1831.0
Grande,3020,A,3,8,1831.0
Grande,3020,A,3,9,1831.0
Grande,3020,A,3,10,1831.0
Grande,3020,A,3,11,1831.0
Grande,3020,A,3,12,1831.0
Grande,3020,A,3,13,1831.0
Grande,3020,A,3,14,1829.0
Grande,3020,A,3,15,1781.0
Grande,3020,A,3,16,1767.0
Grande,3020,A,3,17,1767.0
Grande,3020,A,3,18,1767.0
Grande,3020,A,3,19,1767.0
Grande,3020,A,3,20,1767.0
Grande,3020,A,3,21,1767.0
Grande,3020,A,3,22,1767.0
Grande,3020,A,3,23,1767.0
Grande,3020,A,3,24,1767.0
Grande,3020,A,3,25,1767.0
Grande,3020,A,3,26,1767.0
Grande,3020,A,3,27,1767.0
Grande,3020,A,3,28,1767.0
Grande,3020,A,3,29,1767.0
Grande,3020,A,3,30,1767.0
Grande,3020,A,3,31,1767.0
Grande,3020,A,3,32,1767.0
Grande,3020,A,3,33,1767.0
Grande,3020,A,3,34,1767.0
Grande,3020,A,3,35,1767.0
Grande,3020,A,3,36,1767.0
Grande,3020,A,3,37,1767.0
Grande,3020,A,3,38,1767.0
Grande,3020,A,3,39,1767.0
Grande,3020,A,3,40,1767.0
Grande,3020,A,3,41,1767.0
Grande,3020,A,3,42,1767.0
Grande,3020,A,3,43,1767.0
Grande,3020,A,3,44,1767.0
Grande,3020,A,3,45,1767.0
Grande,3020,A,3,46,1767.0
Grande,3020,A,3,47,1767.0
Grande,3020,A,3,48,1767.0
Grande,3020,A,3,49,1767.0
Grande,3020,A,3,50,1767.0
Grande,3020,B,1,1,2050.0
Grande,3020,B,1,2,1957.0
Grande,3020,B,1,3,1777.0
Grande,3020,B,1,4,1777.0
Grande,3020,B,1,5,1777.0
Grande,3020,B,1,6,1777.0
Grande,3020,B,1,7,1777.0
Grande,3020,B,1,8,1777.0
Grande,3020,B,1,9,1777.0
Grande,3020,B,1,10,1777.0
Grande,3020,B,1,11,1777.0
Grande,3020,B,1,12,1777.0
Grande,3020,B,1,13,1765.0
Grande,3020,B,1,14,1765.0
Grande,3020,B,1,15,1744.0
Grande,3020,B,1,16,1742.0
Grande,3020,B,1,17,1733.0
Grande,3020,B,1,18,1733.0
Grande,3020,B,1,19,1727.0
Grande,3020,B,1,20,1727.0
Grande,3020,B,1,21,1727.0
Grande,3020,B,1,22,1727.0
Grande,3020,B,1,23,1727.0
Grande,3020,B,1,24,1727.0
Grande,3020,B,1,25,1727.0
Grande,3020,B,1,26,1727.0
Grande,3020,B,1,27,1727.0
Grande,3020,B,1,28,1727.0
Grande,3020,B,1,29,1727.0
Grande,3020,B,1,30,1727.0
Grande,3020,B,1,31,1727.0
Grande,3020,B,1,32,1727.0
Grande,3020,B,1,33,1727.0
Grande,3020,B,1,34,1727.0
Grande,3020,B,1,35,1727.0
Grande,3020,B,1,36,1727.0
Grande,3020,B,1,37,1727.0
Grande,3020,B,1,38,1727.0
Grande,3020,B,1,39,1727.0
Grande,3020,B,1,40,1727.0
Grande,3020,B,1,41,1727.0
Grande,3020,B,1,42,1727.0
Grande,3020,B,1,43,1727.0
Grande,3020,B,1,44,1727.0
Grande,3020,B,1,45,1727.0
Grande,3020,B,1,46,1727.0
Grande,3020,B,1,47,1727.0
Grande,3020,B,1,48,1727.0
Grande,3020,B,1,49,1727.0
Grande,3020,B,1,50,1727.0
Grande,3020,B,2,1,2024.0
Grande,3020,B,2,2,1987.0
Grande,3020,B,2,3,1960.0
Grande,3020,B,2,4,1853.0
Grande,3020,B,2,5,1853.0
Grande,3020,B,2,6,1811.0
Grande,3020,B,2,7,1811.0
Grande,3020,B,2,8,1811.0
Grande,3020,B,2,9,1811.0
Grande,3020,B,2,10,1811.0
Grande,3020,B,2,11,1811.0
Grande,3020,B,2,12,1811.0
Grande,3020,B,2,13,1811.0
Grande,3020,B,2,14,1811.0
Grande,3020,B,2,15,1811.0
Grande,3020,B,2,16,1811.0
Grande,3020,B,2,17,1811.0
Grande,3020,B,2,18,1811.0
Grande,3020,B,2,19,1811.0
Grande,3020,B,2,20,1811.0
Grande,3020,B,2,21,1811.0
Grande,3020,B,2,22,1811.0
Grande,3020,B,2,23,1811.0
Grande,3020,B,2,24,1811.0
Grande,3020,B,2,25,1811.0
Grande,3020,B,2,26,1811.0
Grande,3020,B,2,27,1811.0
Grande,3020,B,2,28,1811.0
Grande,3020,B,2,29,1811.0
Grande,3020,B,2,30,1811.0
Grande,3020,B,2,31,1811.0
Grande,3020,B,2,32,1811.0
Grande,3020,B,2,33,1811.0
Grande,3020,B,2,34,1811.0
Grande,3020,B,2,35,1811.0
Grande,3020,B,2,36,1811.0
Grande,3020,B,2,37,1811.0
Grande,3020,B,2,38,1811.0
Grande,3020,B,2,39,1811.0
Grande,3020,B,2,40,1811.0
Grande,3020,B,2,41,1811.0
Grande,3020,B,2,42,1811.0
Grande,3020,B,2,43,1811.0
Grande,3020,B,2,44,1811.0
Grande,3020,B,2,45,1811.0
Grande,3020,B,2,46,1811.0
Grande,3020,B,2,47,1811.0
Grande,3020,B,2,48,1811.0
Grande,3020,B,2,49,1811.0
Grande,3020,B,2,50,1811.0
Grande,3020,B,3,1,2012.0
Grande,3020,B,3,2,1983.0
Grande,3020,B,3,3,1983.0
Grande,3020,B,3,4,1983.0
Grande,3020,B,3,5,1939.0
Grande,3020,B,3,6,1907.0
Grande,3020,B,3,7,1854.0
Grande,3020,B,3,8,1854.0
Grande,3020,B,3,9,1854.0
Grande,3020,B,3,10,1791.0
Grande,3020,B,3,11,1791.0
Grande,3020,B,3,12,1791.0
Grande,3020,B,3,13,1791.0
Grande,3020,B,3,14,1760.0
Grande,3020,B,3,15,1760.0
Grande,3020,B,3,16,1758.0
Grande,3020,B,3,17,1702.0
Grande,3020,B,3,18,1696.0
Grande,3020,B,3,19,1686.0
Grande,3020,B,3,20,1674.0
Grande,3020,B,3,21,1674.0
Grande,3020,B,3,22,1674.0
Grande,3020,B,3,23,1674.0
Grande,3020,B,3,24,1674.0
Grande,3020,B,3,25,1674.0
Grande,3020,B,3,26,1674.0
Grande,3020,B,3,27,1674.0
Grande,3020,B,3,28,1674.0
Grande,3020,B,3,29,1674.0
Grande,3020,B,3,30,1674.0
Grande,3020,B,3,31,1674.0
Grande,3020,B,3,32,1674.0
Grande,3020,B,3,33,1674.0
Grande,3020,B,3,34,1674.0
Grande,3020,B,3,35,1674.0
Grande,3020,B,3,36,1674.0
Grande,3020,B,3,37,1674.0
Grande,3020,B,3,38,1674.0
Grande,3020,B,3,39,1674.0
Grande,3020,B,3,40,1674.0
Grande,3020,B,3,41,1674.0
Grande,3020,B,3,42,1674.0
Grande,3020,B,3,43,1674.0
Grande,3020,B,3,44,1674.0
Grande,3020,B,3,45,1674.0
Grande,3020,B,3,46,1674.0
Grande,3020,B,3,47,1674.0
Grande,3020,B,3,48,1674.0
Grande,3020,B,3,49,1674.0
Grande,3020,B,3,50,1674.0
Grande,3020,C,1,1,2013.0
Grande,3020,C,1,2,2000.0
Grande,3020,C,1,3,1952.0
Grande,3020,C,1,4,1952.0
Grande,3020,C,1,5,1952.0
Grande,3020,C,1,6,1903.0
Grande,3020,C,1,7,1885.0
Grande,3020,C,1,8,1885.0
Grande,3020,C,1,9,1872.0
Grande,3020,C,1,10,1798.0
Grande,3020,C,1,11,1798.0
